,is_known_outlier,MSSubClass_20.0,MSSubClass_30.0,MSSubClass_40.0,MSSubClass_45.0,MSSubClass_50.0,MSSubClass_60.0,MSSubClass_70.0,MSSubClass_75.0,MSSubClass_80.0,MSSubClass_85.0,MSSubClass_90.0,MSSubClass_120.0,MSSubClass_150.0,MSSubClass_160.0,MSSubClass_180.0,MSSubClass_190.0,MSSubClass_nan,LotFrontage,LotFrontage_isbad,LotArea,LotArea_isbad,OverallQual,OverallQual_1to4,OverallQual_3to7,OverallQual_6to9,OverallQual_10,OverallCond,OverallCond_1to4,OverallCond_5,OverallCond_6to9,YearBuilt,YearBuilt_veryold,YearBuilt_verynew,YearRemodAdd,YearRemodAdd_bad,MasVnrArea,MasVnrArea_isbad,MasVnrType__BrkCmn,MasVnrType__BrkFace,MasVnrType__None,MasVnrType__Stone,MasVnrType__nan,TotalBsmtSF,BsmtFinType__ALQ,BsmtFinType__BLQ,BsmtFinType__GLQ,BsmtFinType__LwQ,BsmtFinType__Rec,BsmtFinType__Unf,BsmtFinType__nan,Street__Grvl,Street__Pave,Alley__Grvl,Alley__Pave,Alley__nan,LotShape__IR1,LotShape__IR2,LotShape__IR3,LotShape__Reg,LotShape__nan
24,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44.0,False,4224,False,5,False,True,False,False,7,False,False,True,1976,False,False,1976,False,0.0,True,0,0,1,0,0,1040.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
25,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,8246,True,5,False,True,False,False,8,False,False,True,1968,False,False,2001,False,0.0,True,0,0,1,0,0,1060.0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
26,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,False,14230,False,8,False,False,True,False,5,False,True,False,2007,False,False,2007,False,640.0,False,0,0,0,1,0,1566.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
27,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,False,7200,False,5,False,True,False,False,7,False,False,True,1951,False,False,2000,False,0.0,True,0,0,1,0,0,900.0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0
28,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,False,11478,False,8,False,False,True,False,5,False,True,False,2007,False,False,2008,False,200.0,False,0,0,0,1,0,1704.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
29,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,False,16321,False,5,False,True,False,False,6,False,False,True,1957,False,False,1997,False,0.0,True,0,0,1,0,0,1484.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
30,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,False,6324,False,4,True,True,False,False,6,False,False,True,1927,False,False,1950,True,0.0,True,0,0,1,0,0,520.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
31,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.0,False,8500,False,4,True,True,False,False,4,True,False,False,1920,False,False,1950,True,0.0,True,0,0,1,0,0,649.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
32,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,8544,True,5,False,True,False,False,6,False,False,True,1966,False,False,2006,False,0.0,True,0,0,1,0,0,1228.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
33,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,False,11049,False,8,False,False,True,False,5,False,True,False,2007,False,False,2007,False,0.0,True,0,0,1,0,0,1234.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
34,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,False,10552,False,5,False,True,False,False,5,False,True,False,1959,False,False,1959,False,0.0,True,0,0,1,0,0,1398.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
35,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60.0,False,7313,False,9,False,False,True,False,5,False,True,False,2005,False,False,2005,False,246.0,False,0,1,0,0,0,1561.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
36,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108.0,False,13418,False,8,False,False,True,False,5,False,True,False,2004,False,False,2005,False,132.0,False,0,0,0,1,0,1117.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
37,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0,False,10859,False,5,False,True,False,False,5,False,True,False,1994,False,False,1995,False,0.0,True,0,0,1,0,0,1097.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
38,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,False,8532,False,5,False,True,False,False,6,False,False,True,1954,False,False,1990,False,650.0,False,0,1,0,0,0,1297.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
39,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,False,7922,False,5,False,True,False,False,7,False,False,True,1953,False,False,2007,False,0.0,True,0,0,1,0,0,1057.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
40,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.0,False,6040,False,4,True,True,False,False,5,False,True,False,1955,False,False,1955,False,0.0,True,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
41,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,False,8658,False,6,False,True,True,False,5,False,True,False,1965,False,False,1965,False,101.0,False,0,1,0,0,0,1088.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
42,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,False,16905,False,5,False,True,False,False,6,False,False,True,1959,False,False,1959,False,0.0,True,0,0,1,0,0,1350.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
43,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,True,9180,True,5,False,True,False,False,7,False,False,True,1983,False,False,1983,False,0.0,True,0,0,1,0,0,840.0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0
44,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,9200,True,5,False,True,False,False,6,False,False,True,1975,False,False,1980,False,0.0,True,0,0,1,0,0,938.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
45,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,False,7945,False,5,False,True,False,False,6,False,False,True,1959,False,False,1959,False,0.0,True,0,0,1,0,0,1150.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
46,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61.0,False,7658,False,9,False,False,True,False,5,False,True,False,2005,False,False,2005,False,412.0,False,0,1,0,0,0,1752.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
47,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48.0,False,12822,False,7,False,True,True,False,5,False,True,False,2003,False,False,2003,False,0.0,True,0,0,1,0,0,1434.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
48,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,False,11096,False,8,False,False,True,False,5,False,True,False,2006,False,False,2006,False,0.0,True,0,0,1,0,0,1656.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
49,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33.0,False,4456,False,4,True,True,False,False,5,False,True,False,1920,False,False,2008,False,0.0,True,0,0,1,0,0,736.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
50,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,False,7742,False,5,False,True,False,False,7,False,False,True,1966,False,False,1966,False,0.0,True,0,0,1,0,0,955.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
51,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,13869,True,6,False,True,True,False,6,False,False,True,1997,False,False,1997,False,0.0,True,0,0,1,0,0,794.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
52,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52.0,False,6240,False,6,False,True,True,False,6,False,False,True,1934,False,False,1950,True,0.0,True,0,0,1,0,0,816.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
53,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110.0,False,8472,False,5,False,True,False,False,5,False,True,False,1963,False,False,1963,False,0.0,True,0,0,1,0,0,816.0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0
54,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,False,50271,True,9,False,False,True,False,5,False,True,False,1981,False,False,1987,False,0.0,True,0,0,1,0,0,1842.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
55,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.0,False,7134,False,5,False,True,False,False,5,False,True,False,1955,False,False,1955,False,0.0,True,0,0,1,0,0,384.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
56,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,False,10175,False,6,False,True,True,False,5,False,True,False,1964,False,False,1964,False,272.0,False,0,1,0,0,0,1425.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
57,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.0,False,2645,False,8,False,False,True,False,5,False,True,False,1999,False,False,2000,False,456.0,False,0,1,0,0,0,970.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
58,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89.0,False,11645,False,7,False,True,True,False,5,False,True,False,2004,False,False,2004,False,0.0,True,0,0,1,0,0,860.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
59,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.0,False,13682,False,10,False,False,False,True,5,False,True,False,2006,False,False,2006,False,1031.0,False,0,1,0,0,0,1410.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
60,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,False,7200,False,5,False,True,False,False,7,False,False,True,1972,False,False,1972,False,0.0,True,0,0,1,0,0,780.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
61,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,False,13072,False,6,False,True,True,False,5,False,True,False,2004,False,False,2004,False,0.0,True,0,0,1,0,0,1158.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
62,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60.0,False,7200,False,5,False,True,False,False,7,False,False,True,1920,False,False,1996,False,0.0,True,0,0,1,0,0,530.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
63,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44.0,False,6442,False,8,False,False,True,False,5,False,True,False,2006,False,False,2006,False,178.0,False,0,0,0,1,0,1370.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
64,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.0,False,10300,False,7,False,True,True,False,6,False,False,True,1921,False,False,1950,True,0.0,True,0,0,1,0,0,576.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
65,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,9375,True,7,False,True,True,False,5,False,True,False,1997,False,False,1998,False,573.0,True,0,1,0,0,0,1057.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
66,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76.0,False,9591,False,8,False,False,True,False,5,False,True,False,2004,False,False,2005,False,344.0,False,0,1,0,0,0,1143.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
67,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,19900,True,7,False,True,True,False,5,False,True,False,1970,False,False,1989,False,287.0,True,0,1,0,0,0,1947.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
68,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,False,10665,False,7,False,True,True,False,5,False,True,False,2003,False,False,2003,False,167.0,False,0,1,0,0,0,1453.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
69,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,False,4608,False,4,True,True,False,False,6,False,False,True,1945,False,False,1950,True,0.0,True,0,0,1,0,0,747.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
70,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81.0,False,15593,False,7,False,True,True,False,4,True,False,False,1953,False,False,1953,False,0.0,True,0,0,1,0,0,1304.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
71,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,False,13651,False,7,False,True,True,False,6,False,False,True,1973,False,False,1973,False,1115.0,False,0,1,0,0,0,2223.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
72,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,False,7599,False,4,True,True,False,False,6,False,False,True,1982,False,False,2006,False,0.0,True,0,0,1,0,0,845.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
73,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.0,False,10141,False,7,False,True,True,False,5,False,True,False,1998,False,False,1998,False,40.0,False,0,1,0,0,0,832.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
74,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,False,10200,False,5,False,True,False,False,7,False,False,True,1954,False,False,2003,False,104.0,False,0,1,0,0,0,1086.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
75,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,False,5790,False,3,True,True,False,False,6,False,False,True,1915,False,False,1950,True,0.0,True,0,0,1,0,0,840.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
76,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.0,False,1596,False,4,True,True,False,False,5,False,True,False,1973,False,False,1973,False,0.0,True,0,0,1,0,0,462.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
77,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,8475,True,4,True,True,False,False,7,False,False,True,1956,False,False,1956,False,0.0,True,0,0,1,0,0,952.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
78,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.0,False,8635,False,5,False,True,False,False,5,False,True,False,1948,False,False,2001,False,0.0,True,0,0,1,0,0,672.0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0
79,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72.0,False,10778,False,4,True,True,False,False,5,False,True,False,1968,False,False,1968,False,0.0,True,0,0,1,0,0,1768.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
80,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,False,10440,False,5,False,True,False,False,6,False,False,True,1910,False,False,1981,False,0.0,True,0,0,1,0,0,440.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
81,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0,False,13000,False,6,False,True,True,False,6,False,False,True,1968,False,False,1968,False,576.0,False,0,1,0,0,0,896.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
82,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32.0,False,4500,False,6,False,True,True,False,5,False,True,False,1998,False,False,1998,False,443.0,False,0,1,0,0,0,1237.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
83,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,False,10206,False,8,False,False,True,False,5,False,True,False,2007,False,False,2007,False,468.0,False,0,0,0,1,0,1563.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
84,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,False,8892,False,5,False,True,False,False,5,False,True,False,1960,False,False,1960,False,66.0,False,1,0,0,0,0,1065.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
85,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,True,8530,True,7,False,True,True,False,5,False,True,False,1995,False,False,1996,False,22.0,True,0,1,0,0,0,384.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
86,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121.0,False,16059,False,8,False,False,True,False,5,False,True,False,1991,False,False,1992,False,284.0,False,0,1,0,0,0,1288.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
87,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122.0,False,11911,False,6,False,True,True,False,5,False,True,False,2005,False,False,2005,False,0.0,True,0,0,1,0,0,684.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
88,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.0,False,3951,False,6,False,True,True,False,5,False,True,False,2009,False,False,2009,False,76.0,False,0,0,0,1,0,612.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
89,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105.0,False,8470,False,3,True,True,False,False,2,True,False,False,1915,False,False,1982,False,0.0,True,0,0,1,0,0,1013.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
90,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,False,8070,False,4,True,True,False,False,5,False,True,False,1994,False,False,1995,False,0.0,True,0,0,1,0,0,990.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
91,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,False,7200,False,4,True,True,False,False,5,False,True,False,1950,False,False,1950,True,0.0,True,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
92,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,False,8500,False,5,False,True,False,False,3,True,False,False,1961,False,False,1961,False,203.0,False,1,0,0,0,0,1235.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
93,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,False,13360,False,5,False,True,False,False,7,False,False,True,1921,False,False,2006,False,0.0,True,0,0,1,0,0,876.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
94,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.0,False,7200,False,6,False,True,True,False,6,False,False,True,1910,False,False,1998,False,0.0,True,0,0,1,0,0,1214.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
95,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.0,False,9337,False,6,False,True,True,False,5,False,True,False,1997,False,False,1997,False,0.0,True,0,0,1,0,0,824.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
